ImageID;StampID;ImageType;ImageAdditionalDescription;ImageLink300px;ImageLink1000px
414;177;;;SF0307;SF0307
415;185;;;SF0308;SF0308
416;6;;;SF0309;SF0309
417;5;;;SF0310;SF0310
418;10;;;SF0311;SF0311
419;84;;;SF0312;SF0312
420;4;;;SF0313;SF0313
421;83;;;SF0314;SF0314
422;40;;;SF0315;SF0315
423;88;;;SF0316;SF0316
424;85;;;SF0317;SF0317
425;9;;;SF0318;SF0318
426;93;;;SF0319;SF0319
427;8;;;SF0320;SF0320
428;80;;;SF0321;SF0321
429;91;;;SF0322;SF0322
430;92;;;SF0323;SF0323
431;89;;;SF0324;SF0324
432;12;;;SF0325;SF0325
433;7;;;SF0326;SF0326
434;245;;;SF0327;SF0327
435;244;;;SF0328;SF0328
436;13;;;SF0329;SF0329
437;15;;;SF0330;SF0330
438;17;;;SF0331;SF0331
439;19;;;SF0332;SF0332
440;23;;;SF0333;SF0333
441;25;;;SF0334;SF0334
442;26;;;SF0335;SF0335
443;27;;;SF0336;SF0336
444;42;;;SF0337;SF0337
445;48;;;SF0338;SF0338
446;51;;;SF0339;SF0339
447;54;;;SF0340;SF0340
448;75;;;SF0341;SF0341
449;82;;;SF0342;SF0342
450;87;;;SF0343;SF0343
451;96;;;SF0344;SF0344
452;102;;;SF0345;SF0345
453;110;;;SF0346;SF0346
454;128;;;SF0347;SF0347
455;131;;;SF0348;SF0348
456;132;;;SF0349;SF0349
457;133;;;SF0350;SF0350
458;141;;;SF0351;SF0351
459;145;;;SF0352;SF0352
460;149;;;SF0353;SF0353
461;151;;;SF0354;SF0354
462;153;;;SF0355;SF0355
463;166;;;SF0356;SF0356
464;171;;;SF0357;SF0357
465;174;;;SF0358;SF0358
466;184;;;SF0359;SF0359
467;190;;;SF0360;SF0360
468;191;;;SF0361;SF0361
469;192;;;SF0362;SF0362
470;196;;;SF0363;SF0363
471;200;;;SF0364;SF0364
472;201;;;SF0365;SF0365
473;203;;;SF0366;SF0366
474;246;;;SF0373;SF0373
475;350;;;SF0367;SF0367
476;351;;;SF0368;SF0368
477;352;;;SF0369;SF0369
478;353;;;SF0370;SF0370
479;354;;;SF0371;SF0371
480;355;;;SF0372;SF0372
